HBT,HealthBoardName,Specialty,SpecialtyName,PatientType,ForecastDate,yhat,yhat_lower,yhat_upper
S08000025,NHS Orkney,A2,Specialty (A2),New Outpatient,2026-09-01,39.2,11.79,65.41
S08000025,NHS Orkney,A7,Specialty (A7),Inpatient/Day case,2026-04-01,2.77,0.0,28.31
S08000025,NHS Orkney,A7,Specialty (A7),Inpatient/Day case,2026-05-01,0.0,0.0,15.25
S08000025,NHS Orkney,A7,Specialty (A7),Inpatient/Day case,2026-06-01,60.93,35.97,86.42
S08000025,NHS Orkney,A7,Specialty (A7),Inpatient/Day case,2026-07-01,72.07,48.7,98.17
S08000025,NHS Orkney,A7,Specialty (A7),Inpatient/Day case,2026-08-01,0.0,0.0,0.0
S08000025,NHS Orkney,A7,Specialty (A7),Inpatient/Day case,2026-09-01,0.0,0.0,0.0
S08000025,NHS Orkney,A7,Specialty (A7),New Outpatient,2026-04-01,20.04,0.0,44.31
S08000025,NHS Orkney,A7,Specialty (A7),New Outpatient,2026-05-01,23.06,0.0,46.22
S08000025,NHS Orkney,A7,Specialty (A7),New Outpatient,2026-06-01,25.54,2.38,51.68
S08000025,NHS Orkney,A7,Specialty (A7),New Outpatient,2026-07-01,26.15,0.86,51.35
S08000025,NHS Orkney,A7,Specialty (A7),New Outpatient,2026-08-01,30.86,7.45,55.52
S08000025,NHS Orkney,A7,Specialty (A7),New Outpatient,2026-09-01,28.43,4.43,54.41
S08000025,NHS Orkney,A81,Specialty (A81),New Outpatient,2026-04-01,0.0,0.0,17.87
S08000025,NHS Orkney,A81,Specialty (A81),New Outpatient,2026-05-01,34.59,4.16,63.25
S08000025,NHS Orkney,A81,Specialty (A81),New Outpatient,2026-06-01,44.86,14.51,74.55
S08000025,NHS Orkney,A81,Specialty (A81),New Outpatient,2026-07-01,0.0,0.0,16.2
S08000025,NHS Orkney,A81,Specialty (A81),New Outpatient,2026-08-01,12.4,0.0,42.88
S08000025,NHS Orkney,A81,Specialty (A81),New Outpatient,2026-09-01,24.56,0.0,54.93
S08000025,NHS Orkney,A82,Specialty (A82),New Outpatient,2026-04-01,21.02,0.0,54.92
S08000025,NHS Orkney,A82,Specialty (A82),New Outpatient,2026-05-01,22.85,0.0,57.19
S08000025,NHS Orkney,A82,Specialty (A82),New Outpatient,2026-06-01,20.14,0.0,53.36
S08000025,NHS Orkney,A82,Specialty (A82),New Outpatient,2026-07-01,29.71,0.0,65.43
S08000025,NHS Orkney,A82,Specialty (A82),New Outpatient,2026-08-01,25.91,0.0,57.88
S08000025,NHS Orkney,A82,Specialty (A82),New Outpatient,2026-09-01,27.26,0.0,60.78
S08000025,NHS Orkney,AF,Specialty (AF),New Outpatient,2026-04-01,21.57,5.56,36.61
S08000025,NHS Orkney,AF,Specialty (AF),New Outpatient,2026-05-01,30.67,14.85,47.41
S08000025,NHS Orkney,AF,Specialty (AF),New Outpatient,2026-06-01,22.97,6.56,38.5
S08000025,NHS Orkney,AF,Specialty (AF),New Outpatient,2026-07-01,18.55,1.87,34.68
S08000025,NHS Orkney,AF,Specialty (AF),New Outpatient,2026-08-01,26.69,10.18,42.52
S08000025,NHS Orkney,AF,Specialty (AF),New Outpatient,2026-09-01,26.03,10.36,41.64
S08000025,NHS Orkney,AFA,Specialty (AFA),New Outpatient,2026-04-01,66.5,48.01,84.83
S08000025,NHS Orkney,AFA,Specialty (AFA),New Outpatient,2026-05-01,58.64,40.16,75.95
S08000025,NHS Orkney,AFA,Specialty (AFA),New Outpatient,2026-06-01,91.85,73.92,100.0
S08000025,NHS Orkney,AFA,Specialty (AFA),New Outpatient,2026-07-01,59.5,41.91,77.06
S08000025,NHS Orkney,AFA,Specialty (AFA),New Outpatient,2026-08-01,41.23,22.67,58.75
S08000025,NHS Orkney,AFA,Specialty (AFA),New Outpatient,2026-09-01,77.22,59.78,95.06
S08000025,NHS Orkney,AG,Specialty (AG),New Outpatient,2026-04-01,58.6,31.5,83.12
S08000025,NHS Orkney,AG,Specialty (AG),New Outpatient,2026-05-01,31.88,6.21,57.24
S08000025,NHS Orkney,AG,Specialty (AG),New Outpatient,2026-06-01,17.54,0.0,40.31
S08000025,NHS Orkney,AG,Specialty (AG),New Outpatient,2026-07-01,37.28,11.13,61.72
S08000025,NHS Orkney,AG,Specialty (AG),New Outpatient,2026-08-01,46.16,19.0,72.35
S08000025,NHS Orkney,AG,Specialty (AG),New Outpatient,2026-09-01,78.43,52.75,100.0
S08000025,NHS Orkney,AR,Specialty (AR),New Outpatient,2026-04-01,43.43,11.15,75.63
S08000025,NHS Orkney,AR,Specialty (AR),New Outpatient,2026-05-01,44.92,13.86,76.35
S08000025,NHS Orkney,AR,Specialty (AR),New Outpatient,2026-06-01,47.69,18.37,78.41
S08000025,NHS Orkney,AR,Specialty (AR),New Outpatient,2026-07-01,51.1,21.83,81.64
S08000025,NHS Orkney,AR,Specialty (AR),New Outpatient,2026-08-01,51.66,19.61,82.57
S08000025,NHS Orkney,AR,Specialty (AR),New Outpatient,2026-09-01,53.28,21.73,87.07
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-04-01,12.49,0.0,29.43
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-05-01,13.75,0.0,30.64
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-06-01,16.48,0.07,32.1
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-07-01,17.56,1.05,33.21
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-08-01,17.72,1.0,33.86
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-09-01,15.55,0.0,31.59
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,New Outpatient,2026-04-01,6.45,0.0,17.98
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,New Outpatient,2026-05-01,8.06,0.0,19.83
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,New Outpatient,2026-06-01,8.75,0.0,21.28
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,New Outpatient,2026-07-01,7.87,0.0,19.07
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,New Outpatient,2026-08-01,7.81,0.0,20.7
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,New Outpatient,2026-09-01,6.9,0.0,19.03
S08000025,NHS Orkney,C13,Specialty (C13),Inpatient/Day case,2026-04-01,0.26,0.0,24.94
S08000025,NHS Orkney,C13,Specialty (C13),Inpatient/Day case,2026-05-01,0.0,0.0,15.21
S08000025,NHS Orkney,C13,Specialty (C13),Inpatient/Day case,2026-06-01,53.93,28.79,76.15
S08000025,NHS Orkney,C13,Specialty (C13),Inpatient/Day case,2026-07-01,0.0,0.0,15.88
S08000025,NHS Orkney,C13,Specialty (C13),Inpatient/Day case,2026-08-01,70.91,47.88,94.82
S08000025,NHS Orkney,C13,Specialty (C13),Inpatient/Day case,2026-09-01,10.5,0.0,33.79
S08000025,NHS Orkney,C13,Specialty (C13),New Outpatient,2026-04-01,36.2,11.11,63.3
S08000025,NHS Orkney,C13,Specialty (C13),New Outpatient,2026-05-01,42.32,17.23,66.07
S08000025,NHS Orkney,C13,Specialty (C13),New Outpatient,2026-06-01,45.0,22.8,70.02
S08000025,NHS Orkney,C13,Specialty (C13),New Outpatient,2026-07-01,45.32,19.6,70.12
S08000025,NHS Orkney,C13,Specialty (C13),New Outpatient,2026-08-01,44.85,19.54,66.62
S08000025,NHS Orkney,C13,Specialty (C13),New Outpatient,2026-09-01,48.92,23.23,72.45
S08000025,NHS Orkney,C31,Specialty (C31),Inpatient/Day case,2026-04-01,50.87,20.06,83.21
S08000025,NHS Orkney,C31,Specialty (C31),Inpatient/Day case,2026-05-01,62.63,30.33,94.56
S08000025,NHS Orkney,C31,Specialty (C31),Inpatient/Day case,2026-06-01,77.04,43.86,100.0
S08000025,NHS Orkney,C31,Specialty (C31),Inpatient/Day case,2026-07-01,65.59,35.17,97.01
S08000025,NHS Orkney,C31,Specialty (C31),Inpatient/Day case,2026-08-01,64.33,33.35,97.06
S08000025,NHS Orkney,C31,Specialty (C31),Inpatient/Day case,2026-09-01,55.38,22.99,85.41
S08000025,NHS Orkney,C31,Specialty (C31),New Outpatient,2026-04-01,67.43,44.38,89.22
S08000025,NHS Orkney,C31,Specialty (C31),New Outpatient,2026-05-01,71.61,46.24,95.5
S08000025,NHS Orkney,C31,Specialty (C31),New Outpatient,2026-06-01,76.71,53.08,99.44
S08000025,NHS Orkney,C31,Specialty (C31),New Outpatient,2026-07-01,75.8,52.5,100.0
S08000025,NHS Orkney,C31,Specialty (C31),New Outpatient,2026-08-01,75.6,52.57,99.81
S08000025,NHS Orkney,C31,Specialty (C31),New Outpatient,2026-09-01,74.34,51.41,98.18
S08000025,NHS Orkney,C5,Gynaecology,Inpatient/Day case,2026-04-01,34.35,5.64,63.38
S08000025,NHS Orkney,C5,Gynaecology,Inpatient/Day case,2026-05-01,38.67,9.21,69.7
S08000025,NHS Orkney,C5,Gynaecology,Inpatient/Day case,2026-06-01,32.15,2.41,61.05
S08000025,NHS Orkney,C5,Gynaecology,Inpatient/Day case,2026-07-01,55.29,25.46,86.32
S08000025,NHS Orkney,C5,Gynaecology,Inpatient/Day case,2026-08-01,48.47,16.77,79.46
S08000025,NHS Orkney,C5,Gynaecology,Inpatient/Day case,2026-09-01,52.19,24.43,80.04
S08000025,NHS Orkney,C5,Gynaecology,New Outpatient,2026-04-01,52.15,26.69,77.91
S08000025,NHS Orkney,C5,Gynaecology,New Outpatient,2026-05-01,57.44,33.48,82.44
S08000025,NHS Orkney,C5,Gynaecology,New Outpatient,2026-06-01,60.34,35.56,86.72
S08000025,NHS Orkney,C5,Gynaecology,New Outpatient,2026-07-01,64.96,38.13,89.81
S08000025,NHS Orkney,C5,Gynaecology,New Outpatient,2026-08-01,64.72,40.62,91.39
S08000025,NHS Orkney,C5,Gynaecology,New Outpatient,2026-09-01,67.01,41.92,91.36
S08000025,NHS Orkney,C7,Orthopaedics,Inpatient/Day case,2026-04-01,83.34,58.93,100.0
S08000025,NHS Orkney,C7,Orthopaedics,Inpatient/Day case,2026-05-01,84.58,60.71,100.0
S08000025,NHS Orkney,C7,Orthopaedics,Inpatient/Day case,2026-06-01,81.97,58.37,100.0
S08000025,NHS Orkney,C7,Orthopaedics,Inpatient/Day case,2026-07-01,83.33,59.05,100.0
S08000025,NHS Orkney,C7,Orthopaedics,Inpatient/Day case,2026-08-01,73.21,51.03,97.17
S08000025,NHS Orkney,C7,Orthopaedics,Inpatient/Day case,2026-09-01,67.96,42.49,93.55
S08000025,NHS Orkney,C7,Orthopaedics,New Outpatient,2026-04-01,48.44,30.35,68.21
S08000025,NHS Orkney,C7,Orthopaedics,New Outpatient,2026-05-01,51.05,32.25,69.39
S08000025,NHS Orkney,C7,Orthopaedics,New Outpatient,2026-06-01,52.14,33.9,70.83
S08000025,NHS Orkney,C7,Orthopaedics,New Outpatient,2026-07-01,55.21,36.62,73.87
S08000025,NHS Orkney,C7,Orthopaedics,New Outpatient,2026-08-01,48.03,28.54,66.97
S08000025,NHS Orkney,C7,Orthopaedics,New Outpatient,2026-09-01,47.34,28.33,64.55
S08000025,NHS Orkney,C8,Neurosurgery,Inpatient/Day case,2026-04-01,15.63,0.0,37.15
S08000025,NHS Orkney,C8,Neurosurgery,Inpatient/Day case,2026-05-01,15.75,0.0,36.07
S08000025,NHS Orkney,C8,Neurosurgery,Inpatient/Day case,2026-06-01,17.31,0.0,37.66
S08000025,NHS Orkney,C8,Neurosurgery,Inpatient/Day case,2026-07-01,23.83,3.28,43.82
S08000025,NHS Orkney,C8,Neurosurgery,Inpatient/Day case,2026-08-01,27.05,7.31,46.43
S08000025,NHS Orkney,C8,Neurosurgery,Inpatient/Day case,2026-09-01,26.77,7.87,45.8
S08000025,NHS Orkney,C8,Neurosurgery,New Outpatient,2026-04-01,61.62,42.96,83.01
S08000025,NHS Orkney,C8,Neurosurgery,New Outpatient,2026-05-01,62.66,44.11,82.85
S08000025,NHS Orkney,C8,Neurosurgery,New Outpatient,2026-06-01,63.15,43.71,83.02
S08000025,NHS Orkney,C8,Neurosurgery,New Outpatient,2026-07-01,63.89,43.32,82.9
S08000025,NHS Orkney,C8,Neurosurgery,New Outpatient,2026-08-01,65.08,45.24,84.64
S08000025,NHS Orkney,C8,Neurosurgery,New Outpatient,2026-09-01,66.72,46.94,88.03
S08000025,NHS Orkney,CA,Specialty (CA),New Outpatient,2026-03-01,38.4,10.48,65.95
S08000025,NHS Orkney,CA,Specialty (CA),New Outpatient,2026-04-01,36.5,9.56,62.62
S08000025,NHS Orkney,CA,Specialty (CA),New Outpatient,2026-05-01,27.95,0.0,56.37
S08000025,NHS Orkney,CA,Specialty (CA),New Outpatient,2026-06-01,22.71,0.0,50.04
S08000025,NHS Orkney,CA,Specialty (CA),New Outpatient,2026-07-01,25.66,0.0,53.06
S08000025,NHS Orkney,CA,Specialty (CA),New Outpatient,2026-08-01,27.55,0.0,53.89
S08000025,NHS Orkney,D1,Neurology,Inpatient/Day case,2019-06-01,0.0,0.0,0.0
S08000025,NHS Orkney,D1,Neurology,Inpatient/Day case,2019-07-01,0.0,0.0,0.0
S08000025,NHS Orkney,D1,Neurology,Inpatient/Day case,2019-08-01,0.0,0.0,0.0
S08000025,NHS Orkney,D1,Neurology,Inpatient/Day case,2019-09-01,0.0,0.0,0.0
S08000025,NHS Orkney,D1,Neurology,Inpatient/Day case,2019-10-01,0.0,0.0,0.0
S08000025,NHS Orkney,D1,Neurology,Inpatient/Day case,2019-11-01,0.0,0.0,0.0
S08000025,NHS Orkney,D3,Gastroenterology,Inpatient/Day case,2026-04-01,22.2,2.62,40.36
S08000025,NHS Orkney,D3,Gastroenterology,Inpatient/Day case,2026-05-01,28.43,8.86,49.44
S08000025,NHS Orkney,D3,Gastroenterology,Inpatient/Day case,2026-06-01,28.78,9.8,47.47
S08000025,NHS Orkney,D3,Gastroenterology,Inpatient/Day case,2026-07-01,33.38,13.59,52.7
S08000025,NHS Orkney,D3,Gastroenterology,Inpatient/Day case,2026-08-01,31.39,10.97,48.8
S08000025,NHS Orkney,D3,Gastroenterology,Inpatient/Day case,2026-09-01,32.14,13.46,51.96
S08000025,NHS Orkney,D3,Gastroenterology,New Outpatient,2026-04-01,37.11,0.0,79.27
S08000025,NHS Orkney,D3,Gastroenterology,New Outpatient,2026-05-01,35.1,0.0,74.03
S08000025,NHS Orkney,D3,Gastroenterology,New Outpatient,2026-06-01,31.02,0.0,75.31
S08000025,NHS Orkney,D3,Gastroenterology,New Outpatient,2026-07-01,34.95,0.0,74.01
S08000025,NHS Orkney,D3,Gastroenterology,New Outpatient,2026-08-01,34.89,0.0,73.85
S08000025,NHS Orkney,D3,Gastroenterology,New Outpatient,2026-09-01,33.54,0.0,74.27
S08000025,NHS Orkney,D5,Haematology,New Outpatient,2022-11-01,100.0,84.79,100.0
S08000025,NHS Orkney,D5,Haematology,New Outpatient,2022-12-01,100.0,87.82,100.0
S08000025,NHS Orkney,D5,Haematology,New Outpatient,2023-01-01,100.0,89.54,100.0
S08000025,NHS Orkney,D5,Haematology,New Outpatient,2023-02-01,100.0,90.28,100.0
S08000025,NHS Orkney,D5,Haematology,New Outpatient,2023-03-01,100.0,96.02,100.0
S08000025,NHS Orkney,D5,Haematology,New Outpatient,2023-04-01,100.0,91.1,100.0
S08000025,NHS Orkney,D6,Specialty (D6),New Outpatient,2026-04-01,83.72,38.07,100.0
S08000025,NHS Orkney,D6,Specialty (D6),New Outpatient,2026-05-01,89.85,48.95,100.0
S08000025,NHS Orkney,D6,Specialty (D6),New Outpatient,2026-06-01,84.78,40.04,100.0
S08000025,NHS Orkney,D6,Specialty (D6),New Outpatient,2026-07-01,86.66,40.41,100.0
S08000025,NHS Orkney,D6,Specialty (D6),New Outpatient,2026-08-01,87.44,42.45,100.0
S08000025,NHS Orkney,D6,Specialty (D6),New Outpatient,2026-09-01,86.27,40.91,100.0
S08000025,NHS Orkney,F2,Specialty (F2),Inpatient/Day case,2026-04-01,4.49,0.0,14.93
S08000025,NHS Orkney,F2,Specialty (F2),Inpatient/Day case,2026-05-01,7.51,0.0,17.35
S08000025,NHS Orkney,F2,Specialty (F2),Inpatient/Day case,2026-06-01,6.36,0.0,17.29
S08000025,NHS Orkney,F2,Specialty (F2),Inpatient/Day case,2026-07-01,6.37,0.0,17.38
S08000025,NHS Orkney,F2,Specialty (F2),Inpatient/Day case,2026-08-01,8.37,0.0,18.74
S08000025,NHS Orkney,F2,Specialty (F2),Inpatient/Day case,2026-09-01,9.88,0.0,20.15
S08000025,NHS Orkney,F2,Specialty (F2),New Outpatient,2026-04-01,1.99,0.0,6.77
S08000025,NHS Orkney,F2,Specialty (F2),New Outpatient,2026-05-01,2.26,0.0,7.02
S08000025,NHS Orkney,F2,Specialty (F2),New Outpatient,2026-06-01,2.15,0.0,7.3
S08000025,NHS Orkney,F2,Specialty (F2),New Outpatient,2026-07-01,2.19,0.0,6.95
S08000025,NHS Orkney,F2,Specialty (F2),New Outpatient,2026-08-01,3.94,0.0,8.29
S08000025,NHS Orkney,F2,Specialty (F2),New Outpatient,2026-09-01,1.89,0.0,6.64
S08000025,NHS Orkney,Z9,All Specialties,Inpatient/Day case,2026-04-01,53.06,38.49,68.05
S08000025,NHS Orkney,Z9,All Specialties,Inpatient/Day case,2026-05-01,55.71,40.27,71.32
S08000025,NHS Orkney,Z9,All Specialties,Inpatient/Day case,2026-06-01,55.96,39.99,71.48
S08000025,NHS Orkney,Z9,All Specialties,Inpatient/Day case,2026-07-01,56.87,42.82,72.44
S08000025,NHS Orkney,Z9,All Specialties,Inpatient/Day case,2026-08-01,52.61,36.27,67.79
S08000025,NHS Orkney,Z9,All Specialties,Inpatient/Day case,2026-09-01,50.04,34.52,65.88
S08000025,NHS Orkney,Z9,All Specialties,New Outpatient,2026-04-01,50.97,43.16,59.36
S08000025,NHS Orkney,Z9,All Specialties,New Outpatient,2026-05-01,51.07,42.8,58.27
S08000025,NHS Orkney,Z9,All Specialties,New Outpatient,2026-06-01,54.46,46.35,62.53
S08000025,NHS Orkney,Z9,All Specialties,New Outpatient,2026-07-01,54.71,46.82,62.89
S08000025,NHS Orkney,Z9,All Specialties,New Outpatient,2026-08-01,54.52,46.48,63.02
S08000025,NHS Orkney,Z9,All Specialties,New Outpatient,2026-09-01,53.08,44.66,60.93
S08000026,NHS Shetland,A1,General Surgery,Inpatient/Day case,2026-04-01,31.68,9.59,51.73
S08000026,NHS Shetland,A1,General Surgery,Inpatient/Day case,2026-05-01,26.01,3.45,47.0
S08000026,NHS Shetland,A1,General Surgery,Inpatient/Day case,2026-06-01,32.8,10.24,55.11
S08000026,NHS Shetland,A1,General Surgery,Inpatient/Day case,2026-07-01,33.23,11.61,55.33
S08000026,NHS Shetland,A1,General Surgery,Inpatient/Day case,2026-08-01,38.24,16.38,60.19
S08000026,NHS Shetland,A1,General Surgery,Inpatient/Day case,2026-09-01,27.03,5.66,50.29
S08000026,NHS Shetland,A1,General Surgery,New Outpatient,2026-04-01,13.3,6.19,19.76
S08000026,NHS Shetland,A1,General Surgery,New Outpatient,2026-05-01,10.66,3.56,17.44
S08000026,NHS Shetland,A1,General Surgery,New Outpatient,2026-06-01,12.64,5.59,19.25
S08000026,NHS Shetland,A1,General Surgery,New Outpatient,2026-07-01,11.63,5.27,18.23
S08000026,NHS Shetland,A1,General Surgery,New Outpatient,2026-08-01,12.45,5.89,19.51
S08000026,NHS Shetland,A1,General Surgery,New Outpatient,2026-09-01,12.07,5.83,18.76
S08000026,NHS Shetland,A3,Specialty (A3),New Outpatient,2023-10-01,50.41,20.89,82.97
S08000026,NHS Shetland,A3,Specialty (A3),New Outpatient,2023-11-01,44.23,16.52,75.69
S08000026,NHS Shetland,A3,Specialty (A3),New Outpatient,2023-12-01,55.47,24.75,84.74
S08000026,NHS Shetland,A3,Specialty (A3),New Outpatient,2024-01-01,63.15,32.24,93.18
S08000026,NHS Shetland,A3,Specialty (A3),New Outpatient,2024-02-01,60.64,28.94,91.25
S08000026,NHS Shetland,A3,Specialty (A3),New Outpatient,2024-03-01,21.86,0.0,52.99
S08000026,NHS Shetland,A7,Specialty (A7),New Outpatient,2026-04-01,62.26,34.22,91.37
S08000026,NHS Shetland,A7,Specialty (A7),New Outpatient,2026-05-01,52.69,22.85,80.16
S08000026,NHS Shetland,A7,Specialty (A7),New Outpatient,2026-06-01,42.78,13.86,71.29
S08000026,NHS Shetland,A7,Specialty (A7),New Outpatient,2026-07-01,44.5,17.35,72.62
S08000026,NHS Shetland,A7,Specialty (A7),New Outpatient,2026-08-01,44.54,17.71,74.4
S08000026,NHS Shetland,A7,Specialty (A7),New Outpatient,2026-09-01,48.88,18.75,75.63
S08000026,NHS Shetland,AF,Specialty (AF),New Outpatient,2026-04-01,40.5,30.06,50.93
S08000026,NHS Shetland,AF,Specialty (AF),New Outpatient,2026-05-01,39.85,29.72,50.53
S08000026,NHS Shetland,AF,Specialty (AF),New Outpatient,2026-06-01,42.64,32.19,53.13
S08000026,NHS Shetland,AF,Specialty (AF),New Outpatient,2026-07-01,42.47,32.6,52.96
S08000026,NHS Shetland,AF,Specialty (AF),New Outpatient,2026-08-01,41.96,31.3,51.67
S08000026,NHS Shetland,AF,Specialty (AF),New Outpatient,2026-09-01,42.62,32.49,53.25
S08000026,NHS Shetland,AG,Specialty (AG),Inpatient/Day case,2026-04-01,0.0,0.0,1.86
S08000026,NHS Shetland,AG,Specialty (AG),Inpatient/Day case,2026-05-01,0.0,0.0,18.03
S08000026,NHS Shetland,AG,Specialty (AG),Inpatient/Day case,2026-06-01,0.0,0.0,0.0
S08000026,NHS Shetland,AG,Specialty (AG),Inpatient/Day case,2026-07-01,0.0,0.0,29.29
S08000026,NHS Shetland,AG,Specialty (AG),Inpatient/Day case,2026-08-01,11.52,0.0,39.75
S08000026,NHS Shetland,AG,Specialty (AG),Inpatient/Day case,2026-09-01,100.0,100.0,100.0
S08000026,NHS Shetland,AG,Specialty (AG),New Outpatient,2026-04-01,24.02,0.0,54.88
S08000026,NHS Shetland,AG,Specialty (AG),New Outpatient,2026-05-01,21.6,0.0,55.25
S08000026,NHS Shetland,AG,Specialty (AG),New Outpatient,2026-06-01,22.99,0.0,51.0
S08000026,NHS Shetland,AG,Specialty (AG),New Outpatient,2026-07-01,24.02,0.0,55.02
S08000026,NHS Shetland,AG,Specialty (AG),New Outpatient,2026-08-01,22.88,0.0,55.87
S08000026,NHS Shetland,AG,Specialty (AG),New Outpatient,2026-09-01,20.84,0.0,53.0
S08000026,NHS Shetland,AR,Specialty (AR),New Outpatient,2026-04-01,35.82,13.84,60.49
S08000026,NHS Shetland,AR,Specialty (AR),New Outpatient,2026-05-01,32.44,10.34,54.46
S08000026,NHS Shetland,AR,Specialty (AR),New Outpatient,2026-06-01,32.74,10.64,54.65
S08000026,NHS Shetland,AR,Specialty (AR),New Outpatient,2026-07-01,27.79,5.25,49.38
S08000026,NHS Shetland,AR,Specialty (AR),New Outpatient,2026-08-01,33.0,10.96,54.62
S08000026,NHS Shetland,AR,Specialty (AR),New Outpatient,2026-09-01,38.23,17.44,61.35
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-04-01,43.4,26.74,60.3
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-05-01,46.1,31.77,63.49
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-06-01,47.77,30.99,64.0
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-07-01,47.83,30.62,64.19
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-08-01,47.66,31.75,64.76
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-09-01,47.45,31.32,65.02
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,New Outpatient,2026-04-01,12.01,4.42,19.74
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,New Outpatient,2026-05-01,11.23,3.53,18.66
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,New Outpatient,2026-06-01,14.24,7.48,21.38
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,New Outpatient,2026-07-01,14.39,7.11,21.74
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,New Outpatient,2026-08-01,13.42,5.91,20.46
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,New Outpatient,2026-09-01,12.3,4.99,19.02
S08000026,NHS Shetland,C13,Specialty (C13),Inpatient/Day case,2026-04-01,68.51,45.63,89.96
S08000026,NHS Shetland,C13,Specialty (C13),Inpatient/Day case,2026-05-01,72.89,50.23,96.07
S08000026,NHS Shetland,C13,Specialty (C13),Inpatient/Day case,2026-06-01,72.21,48.5,95.72
S08000026,NHS Shetland,C13,Specialty (C13),Inpatient/Day case,2026-07-01,72.8,49.08,95.49
S08000026,NHS Shetland,C13,Specialty (C13),Inpatient/Day case,2026-08-01,79.64,55.71,100.0
S08000026,NHS Shetland,C13,Specialty (C13),Inpatient/Day case,2026-09-01,77.68,55.83,99.73
S08000026,NHS Shetland,C13,Specialty (C13),New Outpatient,2026-04-01,46.59,22.92,70.49
S08000026,NHS Shetland,C13,Specialty (C13),New Outpatient,2026-05-01,46.7,22.67,68.83
S08000026,NHS Shetland,C13,Specialty (C13),New Outpatient,2026-06-01,50.97,28.98,74.22
S08000026,NHS Shetland,C13,Specialty (C13),New Outpatient,2026-07-01,56.67,33.8,77.67
S08000026,NHS Shetland,C13,Specialty (C13),New Outpatient,2026-08-01,61.72,38.66,86.01
S08000026,NHS Shetland,C13,Specialty (C13),New Outpatient,2026-09-01,61.2,37.26,83.48
S08000026,NHS Shetland,C3,Plastic Surgery,Inpatient/Day case,2023-09-01,3.53,1.07,5.8
S08000026,NHS Shetland,C3,Plastic Surgery,Inpatient/Day case,2023-10-01,1.71,0.0,4.2
S08000026,NHS Shetland,C3,Plastic Surgery,Inpatient/Day case,2023-11-01,0.3,0.0,2.72
S08000026,NHS Shetland,C3,Plastic Surgery,Inpatient/Day case,2023-12-01,1.9,0.0,4.2
S08000026,NHS Shetland,C3,Plastic Surgery,Inpatient/Day case,2024-01-01,1.23,0.0,3.59
S08000026,NHS Shetland,C3,Plastic Surgery,Inpatient/Day case,2024-02-01,0.89,0.0,3.13
S08000026,NHS Shetland,C3,Plastic Surgery,New Outpatient,2018-10-01,3.96,0.0,17.05
S08000026,NHS Shetland,C3,Plastic Surgery,New Outpatient,2018-11-01,11.26,0.0,24.08
S08000026,NHS Shetland,C3,Plastic Surgery,New Outpatient,2018-12-01,14.35,0.43,28.74
S08000026,NHS Shetland,C3,Plastic Surgery,New Outpatient,2019-01-01,18.79,5.35,31.99
S08000026,NHS Shetland,C3,Plastic Surgery,New Outpatient,2019-02-01,34.73,21.13,48.26
S08000026,NHS Shetland,C3,Plastic Surgery,New Outpatient,2019-03-01,2.99,0.0,16.82
S08000026,NHS Shetland,C31,Specialty (C31),Inpatient/Day case,2026-04-01,0.0,0.0,13.4
S08000026,NHS Shetland,C31,Specialty (C31),Inpatient/Day case,2026-05-01,0.0,0.0,7.61
S08000026,NHS Shetland,C31,Specialty (C31),Inpatient/Day case,2026-06-01,13.35,0.0,29.64
S08000026,NHS Shetland,C31,Specialty (C31),Inpatient/Day case,2026-07-01,7.4,0.0,23.76
S08000026,NHS Shetland,C31,Specialty (C31),Inpatient/Day case,2026-08-01,8.06,0.0,24.23
S08000026,NHS Shetland,C31,Specialty (C31),Inpatient/Day case,2026-09-01,9.21,0.0,26.46
