HBT,HealthBoardName,Specialty,SpecialtyName,PatientType,ForecastDate,yhat,yhat_lower,yhat_upper
S08000015,NHS Ayrshire & Arran,CA,Specialty (CA),Inpatient/Day case,2026-03-01,84.11,37.81,100.0
S08000015,NHS Ayrshire & Arran,CA,Specialty (CA),Inpatient/Day case,2026-04-01,43.25,2.61,87.64
S08000015,NHS Ayrshire & Arran,CA,Specialty (CA),Inpatient/Day case,2026-05-01,40.59,0.0,83.17
S08000015,NHS Ayrshire & Arran,CA,Specialty (CA),New Outpatient,2026-04-01,63.03,37.46,87.45
S08000015,NHS Ayrshire & Arran,CA,Specialty (CA),New Outpatient,2026-05-01,63.21,37.09,87.58
S08000015,NHS Ayrshire & Arran,CA,Specialty (CA),New Outpatient,2026-06-01,67.56,44.12,93.24
S08000015,NHS Ayrshire & Arran,CA,Specialty (CA),New Outpatient,2026-07-01,71.44,47.03,96.82
S08000015,NHS Ayrshire & Arran,CA,Specialty (CA),New Outpatient,2026-08-01,71.38,47.74,92.68
S08000015,NHS Ayrshire & Arran,CA,Specialty (CA),New Outpatient,2026-09-01,71.3,46.66,94.46
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),Inpatient/Day case,2026-04-01,50.19,27.14,74.72
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),Inpatient/Day case,2026-05-01,53.55,30.28,77.07
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),Inpatient/Day case,2026-06-01,56.65,32.65,81.34
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),Inpatient/Day case,2026-07-01,57.42,33.32,80.93
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),Inpatient/Day case,2026-08-01,57.44,36.07,80.51
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),Inpatient/Day case,2026-09-01,57.48,32.7,82.0
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),New Outpatient,2026-04-01,53.49,37.69,69.65
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),New Outpatient,2026-05-01,59.62,43.38,76.57
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),New Outpatient,2026-06-01,61.72,45.18,77.53
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),New Outpatient,2026-07-01,60.7,44.68,77.0
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),New Outpatient,2026-08-01,58.83,43.24,75.37
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),New Outpatient,2026-09-01,58.96,43.1,74.45
S08000015,NHS Ayrshire & Arran,D1,Neurology,Inpatient/Day case,2026-04-01,6.35,0.0,23.02
S08000015,NHS Ayrshire & Arran,D1,Neurology,Inpatient/Day case,2026-05-01,5.04,0.0,23.27
S08000015,NHS Ayrshire & Arran,D1,Neurology,Inpatient/Day case,2026-06-01,3.9,0.0,22.74
S08000015,NHS Ayrshire & Arran,D1,Neurology,Inpatient/Day case,2026-07-01,7.81,0.0,24.81
S08000015,NHS Ayrshire & Arran,D1,Neurology,Inpatient/Day case,2026-08-01,7.73,0.0,26.46
S08000015,NHS Ayrshire & Arran,D1,Neurology,Inpatient/Day case,2026-09-01,7.48,0.0,26.06
S08000015,NHS Ayrshire & Arran,D1,Neurology,New Outpatient,2025-03-01,24.01,12.88,36.05
S08000015,NHS Ayrshire & Arran,D1,Neurology,New Outpatient,2025-04-01,100.0,88.61,100.0
S08000015,NHS Ayrshire & Arran,D1,Neurology,New Outpatient,2025-05-01,0.0,0.0,0.0
S08000015,NHS Ayrshire & Arran,D1,Neurology,New Outpatient,2025-06-01,0.0,0.0,0.0
S08000015,NHS Ayrshire & Arran,D1,Neurology,New Outpatient,2025-07-01,0.0,0.0,0.0
S08000015,NHS Ayrshire & Arran,D1,Neurology,New Outpatient,2025-08-01,100.0,100.0,100.0
S08000015,NHS Ayrshire & Arran,D5,Haematology,New Outpatient,2026-04-01,71.37,42.4,100.0
S08000015,NHS Ayrshire & Arran,D5,Haematology,New Outpatient,2026-05-01,74.56,46.7,100.0
S08000015,NHS Ayrshire & Arran,D5,Haematology,New Outpatient,2026-06-01,79.11,49.92,100.0
S08000015,NHS Ayrshire & Arran,D5,Haematology,New Outpatient,2026-07-01,82.68,54.02,100.0
S08000015,NHS Ayrshire & Arran,D5,Haematology,New Outpatient,2026-08-01,83.3,54.31,100.0
S08000015,NHS Ayrshire & Arran,D5,Haematology,New Outpatient,2026-09-01,83.2,53.79,100.0
S08000015,NHS Ayrshire & Arran,D6,Specialty (D6),New Outpatient,2026-04-01,54.29,22.92,85.77
S08000015,NHS Ayrshire & Arran,D6,Specialty (D6),New Outpatient,2026-05-01,57.35,26.25,89.11
S08000015,NHS Ayrshire & Arran,D6,Specialty (D6),New Outpatient,2026-06-01,66.11,33.98,97.61
S08000015,NHS Ayrshire & Arran,D6,Specialty (D6),New Outpatient,2026-07-01,56.69,25.87,88.95
S08000015,NHS Ayrshire & Arran,D6,Specialty (D6),New Outpatient,2026-08-01,65.1,34.61,94.98
S08000015,NHS Ayrshire & Arran,D6,Specialty (D6),New Outpatient,2026-09-01,73.08,37.55,100.0
S08000015,NHS Ayrshire & Arran,E12,Specialty (E12),Inpatient/Day case,2026-04-01,21.31,0.0,53.17
S08000015,NHS Ayrshire & Arran,E12,Specialty (E12),Inpatient/Day case,2026-05-01,4.04,0.0,37.45
S08000015,NHS Ayrshire & Arran,E12,Specialty (E12),Inpatient/Day case,2026-06-01,27.12,0.0,58.45
S08000015,NHS Ayrshire & Arran,E12,Specialty (E12),Inpatient/Day case,2026-07-01,19.51,0.0,52.44
S08000015,NHS Ayrshire & Arran,E12,Specialty (E12),Inpatient/Day case,2026-08-01,28.3,0.0,62.66
S08000015,NHS Ayrshire & Arran,E12,Specialty (E12),Inpatient/Day case,2026-09-01,49.36,16.59,80.37
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),Inpatient/Day case,2026-04-01,82.06,61.08,100.0
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),Inpatient/Day case,2026-05-01,84.18,63.33,100.0
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),Inpatient/Day case,2026-06-01,87.03,65.65,100.0
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),Inpatient/Day case,2026-07-01,87.95,67.62,100.0
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),Inpatient/Day case,2026-08-01,88.97,68.16,100.0
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),Inpatient/Day case,2026-09-01,87.89,67.74,100.0
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),New Outpatient,2026-04-01,65.59,53.77,78.39
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),New Outpatient,2026-05-01,68.05,54.53,80.64
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),New Outpatient,2026-06-01,70.47,59.06,82.96
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),New Outpatient,2026-07-01,72.21,59.19,84.05
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),New Outpatient,2026-08-01,73.09,60.07,84.44
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),New Outpatient,2026-09-01,73.16,60.97,85.97
S08000015,NHS Ayrshire & Arran,H1,Specialty (H1),Inpatient/Day case,2026-02-01,39.55,2.91,77.87
S08000015,NHS Ayrshire & Arran,H1,Specialty (H1),Inpatient/Day case,2026-03-01,53.52,15.85,89.02
S08000015,NHS Ayrshire & Arran,H1,Specialty (H1),Inpatient/Day case,2026-04-01,49.04,12.74,87.85
S08000015,NHS Ayrshire & Arran,H1,Specialty (H1),Inpatient/Day case,2026-05-01,58.85,20.23,97.56
S08000015,NHS Ayrshire & Arran,H1,Specialty (H1),Inpatient/Day case,2026-06-01,49.72,10.88,87.15
S08000015,NHS Ayrshire & Arran,H1,Specialty (H1),Inpatient/Day case,2026-07-01,64.85,26.68,100.0
S08000015,NHS Ayrshire & Arran,H2,Specialty (H2),New Outpatient,2026-04-01,1.02,0.0,3.72
S08000015,NHS Ayrshire & Arran,H2,Specialty (H2),New Outpatient,2026-05-01,2.06,0.0,4.93
S08000015,NHS Ayrshire & Arran,H2,Specialty (H2),New Outpatient,2026-06-01,2.29,0.0,4.96
S08000015,NHS Ayrshire & Arran,H2,Specialty (H2),New Outpatient,2026-07-01,1.89,0.0,4.66
S08000015,NHS Ayrshire & Arran,H2,Specialty (H2),New Outpatient,2026-08-01,1.88,0.0,4.8
S08000015,NHS Ayrshire & Arran,H2,Specialty (H2),New Outpatient,2026-09-01,0.7,0.0,3.44
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),Inpatient/Day case,2026-03-01,70.26,33.15,100.0
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),Inpatient/Day case,2026-04-01,88.45,52.96,100.0
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),Inpatient/Day case,2026-05-01,75.96,38.73,100.0
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),Inpatient/Day case,2026-06-01,73.94,36.64,100.0
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),Inpatient/Day case,2026-07-01,80.79,44.41,100.0
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),Inpatient/Day case,2026-08-01,78.88,42.08,100.0
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),New Outpatient,2026-04-01,60.41,41.75,78.79
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),New Outpatient,2026-05-01,66.81,47.25,84.23
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),New Outpatient,2026-06-01,69.01,49.55,87.09
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),New Outpatient,2026-07-01,67.01,48.85,85.78
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),New Outpatient,2026-08-01,65.42,46.4,84.36
S08000015,NHS Ayrshire & Arran,J4,Specialty (J4),New Outpatient,2026-09-01,66.73,49.4,84.9
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,Inpatient/Day case,2026-04-01,66.08,53.38,78.61
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,Inpatient/Day case,2026-05-01,69.92,56.9,82.43
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,Inpatient/Day case,2026-06-01,72.71,59.78,85.63
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,Inpatient/Day case,2026-07-01,73.09,61.19,86.15
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,Inpatient/Day case,2026-08-01,71.91,59.11,84.84
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,Inpatient/Day case,2026-09-01,70.12,57.97,82.79
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,New Outpatient,2026-04-01,67.25,54.34,79.7
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,New Outpatient,2026-05-01,71.29,58.82,82.77
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,New Outpatient,2026-06-01,74.16,62.15,87.06
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,New Outpatient,2026-07-01,75.01,62.62,87.24
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,New Outpatient,2026-08-01,74.44,61.61,86.6
S08000015,NHS Ayrshire & Arran,Z9,All Specialties,New Outpatient,2026-09-01,74.93,63.76,88.08
S08000016,NHS Borders,A1,General Surgery,Inpatient/Day case,2021-11-01,0.0,0.0,2.38
S08000016,NHS Borders,A1,General Surgery,Inpatient/Day case,2021-12-01,0.43,0.0,4.35
S08000016,NHS Borders,A1,General Surgery,Inpatient/Day case,2022-01-01,0.11,0.0,3.77
S08000016,NHS Borders,A1,General Surgery,Inpatient/Day case,2022-02-01,1.31,0.0,4.85
S08000016,NHS Borders,A1,General Surgery,Inpatient/Day case,2022-03-01,0.0,0.0,0.14
S08000016,NHS Borders,A1,General Surgery,Inpatient/Day case,2022-04-01,0.0,0.0,3.57
S08000016,NHS Borders,A1,General Surgery,New Outpatient,2026-04-01,24.18,7.23,42.27
S08000016,NHS Borders,A1,General Surgery,New Outpatient,2026-05-01,30.13,12.73,47.74
S08000016,NHS Borders,A1,General Surgery,New Outpatient,2026-06-01,27.41,10.25,45.23
S08000016,NHS Borders,A1,General Surgery,New Outpatient,2026-07-01,25.96,8.38,44.06
S08000016,NHS Borders,A1,General Surgery,New Outpatient,2026-08-01,27.25,8.48,44.1
S08000016,NHS Borders,A1,General Surgery,New Outpatient,2026-09-01,27.33,9.48,45.09
S08000016,NHS Borders,A2,Specialty (A2),New Outpatient,2026-04-01,72.13,53.79,89.61
S08000016,NHS Borders,A2,Specialty (A2),New Outpatient,2026-05-01,74.95,58.04,92.55
S08000016,NHS Borders,A2,Specialty (A2),New Outpatient,2026-06-01,78.04,60.67,95.78
S08000016,NHS Borders,A2,Specialty (A2),New Outpatient,2026-07-01,81.13,62.9,98.2
S08000016,NHS Borders,A2,Specialty (A2),New Outpatient,2026-08-01,81.01,64.12,99.16
S08000016,NHS Borders,A2,Specialty (A2),New Outpatient,2026-09-01,82.3,64.19,100.0
S08000016,NHS Borders,A7,Specialty (A7),New Outpatient,2026-04-01,79.02,57.33,99.38
S08000016,NHS Borders,A7,Specialty (A7),New Outpatient,2026-05-01,82.63,62.15,100.0
S08000016,NHS Borders,A7,Specialty (A7),New Outpatient,2026-06-01,84.28,64.68,100.0
S08000016,NHS Borders,A7,Specialty (A7),New Outpatient,2026-07-01,86.34,64.62,100.0
S08000016,NHS Borders,A7,Specialty (A7),New Outpatient,2026-08-01,86.3,63.55,100.0
S08000016,NHS Borders,A7,Specialty (A7),New Outpatient,2026-09-01,85.04,63.63,100.0
S08000016,NHS Borders,A8,Specialty (A8),New Outpatient,2026-04-01,65.16,42.42,87.48
S08000016,NHS Borders,A8,Specialty (A8),New Outpatient,2026-05-01,67.09,44.52,89.18
S08000016,NHS Borders,A8,Specialty (A8),New Outpatient,2026-06-01,70.6,46.85,93.18
S08000016,NHS Borders,A8,Specialty (A8),New Outpatient,2026-07-01,73.6,49.7,97.18
S08000016,NHS Borders,A8,Specialty (A8),New Outpatient,2026-08-01,75.36,53.07,100.0
S08000016,NHS Borders,A8,Specialty (A8),New Outpatient,2026-09-01,74.82,52.65,95.69
S08000016,NHS Borders,A81,Specialty (A81),New Outpatient,2026-04-01,59.36,40.89,77.95
S08000016,NHS Borders,A81,Specialty (A81),New Outpatient,2026-05-01,56.31,38.95,74.56
S08000016,NHS Borders,A81,Specialty (A81),New Outpatient,2026-06-01,54.62,37.09,72.78
S08000016,NHS Borders,A81,Specialty (A81),New Outpatient,2026-07-01,55.87,37.71,73.76
S08000016,NHS Borders,A81,Specialty (A81),New Outpatient,2026-08-01,62.43,44.82,80.51
S08000016,NHS Borders,A81,Specialty (A81),New Outpatient,2026-09-01,63.37,43.76,80.88
S08000016,NHS Borders,A9,Specialty (A9),New Outpatient,2026-04-01,63.07,43.94,81.62
S08000016,NHS Borders,A9,Specialty (A9),New Outpatient,2026-05-01,64.52,47.47,83.77
S08000016,NHS Borders,A9,Specialty (A9),New Outpatient,2026-06-01,66.62,48.37,83.11
S08000016,NHS Borders,A9,Specialty (A9),New Outpatient,2026-07-01,69.9,52.82,87.86
S08000016,NHS Borders,A9,Specialty (A9),New Outpatient,2026-08-01,70.72,51.82,88.04
S08000016,NHS Borders,A9,Specialty (A9),New Outpatient,2026-09-01,71.48,53.52,90.61
S08000016,NHS Borders,AB,Specialty (AB),New Outpatient,2026-04-01,25.16,11.39,39.4
S08000016,NHS Borders,AB,Specialty (AB),New Outpatient,2026-05-01,25.18,11.46,38.91
S08000016,NHS Borders,AB,Specialty (AB),New Outpatient,2026-06-01,24.71,11.73,38.03
S08000016,NHS Borders,AB,Specialty (AB),New Outpatient,2026-07-01,26.93,13.74,41.16
S08000016,NHS Borders,AB,Specialty (AB),New Outpatient,2026-08-01,25.82,11.35,39.81
S08000016,NHS Borders,AB,Specialty (AB),New Outpatient,2026-09-01,24.1,10.48,37.47
S08000016,NHS Borders,AF,Specialty (AF),New Outpatient,2026-04-01,33.71,23.46,44.44
S08000016,NHS Borders,AF,Specialty (AF),New Outpatient,2026-05-01,35.16,25.02,46.15
S08000016,NHS Borders,AF,Specialty (AF),New Outpatient,2026-06-01,38.23,27.21,49.66
S08000016,NHS Borders,AF,Specialty (AF),New Outpatient,2026-07-01,40.67,29.42,51.24
S08000016,NHS Borders,AF,Specialty (AF),New Outpatient,2026-08-01,42.81,32.13,54.23
S08000016,NHS Borders,AF,Specialty (AF),New Outpatient,2026-09-01,44.47,34.07,55.7
S08000016,NHS Borders,AG,Specialty (AG),New Outpatient,2026-04-01,9.17,0.0,24.5
S08000016,NHS Borders,AG,Specialty (AG),New Outpatient,2026-05-01,10.23,0.0,26.16
S08000016,NHS Borders,AG,Specialty (AG),New Outpatient,2026-06-01,12.85,0.0,28.41
S08000016,NHS Borders,AG,Specialty (AG),New Outpatient,2026-07-01,10.7,0.0,27.07
S08000016,NHS Borders,AG,Specialty (AG),New Outpatient,2026-08-01,10.82,0.0,26.35
S08000016,NHS Borders,AG,Specialty (AG),New Outpatient,2026-09-01,11.3,0.0,27.09
S08000016,NHS Borders,AH,Specialty (AH),New Outpatient,2026-04-01,65.15,45.84,83.53
S08000016,NHS Borders,AH,Specialty (AH),New Outpatient,2026-05-01,68.32,49.68,87.17
S08000016,NHS Borders,AH,Specialty (AH),New Outpatient,2026-06-01,72.31,53.08,90.21
S08000016,NHS Borders,AH,Specialty (AH),New Outpatient,2026-07-01,74.92,56.16,92.22
S08000016,NHS Borders,AH,Specialty (AH),New Outpatient,2026-08-01,74.94,55.08,93.48
S08000016,NHS Borders,AH,Specialty (AH),New Outpatient,2026-09-01,75.07,55.6,94.17
S08000016,NHS Borders,AQ,Specialty (AQ),Inpatient/Day case,2021-11-01,0.0,0.0,0.0
S08000016,NHS Borders,AQ,Specialty (AQ),Inpatient/Day case,2021-12-01,0.0,0.0,0.0
S08000016,NHS Borders,AQ,Specialty (AQ),Inpatient/Day case,2022-01-01,0.0,0.0,0.0
S08000016,NHS Borders,AQ,Specialty (AQ),Inpatient/Day case,2022-02-01,0.0,0.0,0.0
S08000016,NHS Borders,AQ,Specialty (AQ),Inpatient/Day case,2022-03-01,0.0,0.0,0.0
S08000016,NHS Borders,AQ,Specialty (AQ),Inpatient/Day case,2022-04-01,0.0,0.0,0.0
S08000016,NHS Borders,AQ,Specialty (AQ),New Outpatient,2026-04-01,59.95,39.09,83.52
S08000016,NHS Borders,AQ,Specialty (AQ),New Outpatient,2026-05-01,61.26,38.05,82.48
S08000016,NHS Borders,AQ,Specialty (AQ),New Outpatient,2026-06-01,63.66,42.6,85.21
S08000016,NHS Borders,AQ,Specialty (AQ),New Outpatient,2026-07-01,64.47,41.47,85.92
S08000016,NHS Borders,AQ,Specialty (AQ),New Outpatient,2026-08-01,64.15,42.02,85.93
S08000016,NHS Borders,AQ,Specialty (AQ),New Outpatient,2026-09-01,63.15,40.91,83.59
S08000016,NHS Borders,AR,Specialty (AR),New Outpatient,2026-04-01,12.1,0.0,27.02
S08000016,NHS Borders,AR,Specialty (AR),New Outpatient,2026-05-01,10.38,0.0,25.15
S08000016,NHS Borders,AR,Specialty (AR),New Outpatient,2026-06-01,9.25,0.0,24.39
S08000016,NHS Borders,AR,Specialty (AR),New Outpatient,2026-07-01,11.69,0.0,27.63
S08000016,NHS Borders,AR,Specialty (AR),New Outpatient,2026-08-01,14.26,0.0,28.79
S08000016,NHS Borders,AR,Specialty (AR),New Outpatient,2026-09-01,12.55,0.0,27.54
S08000016,NHS Borders,C11,Cardiac Surgery,Inpatient/Day case,2026-04-01,72.77,49.75,94.92
S08000016,NHS Borders,C11,Cardiac Surgery,Inpatient/Day case,2026-05-01,77.86,56.59,98.73
S08000016,NHS Borders,C11,Cardiac Surgery,Inpatient/Day case,2026-06-01,79.46,57.46,100.0
S08000016,NHS Borders,C11,Cardiac Surgery,Inpatient/Day case,2026-07-01,78.53,57.25,100.0
S08000016,NHS Borders,C11,Cardiac Surgery,Inpatient/Day case,2026-08-01,78.41,57.75,98.52
S08000016,NHS Borders,C11,Cardiac Surgery,Inpatient/Day case,2026-09-01,80.07,58.26,100.0
S08000016,NHS Borders,C11,Cardiac Surgery,New Outpatient,2026-04-01,76.19,62.13,90.73
S08000016,NHS Borders,C11,Cardiac Surgery,New Outpatient,2026-05-01,80.51,66.75,95.31
S08000016,NHS Borders,C11,Cardiac Surgery,New Outpatient,2026-06-01,83.49,69.2,98.86
S08000016,NHS Borders,C11,Cardiac Surgery,New Outpatient,2026-07-01,84.09,69.84,98.93
S08000016,NHS Borders,C11,Cardiac Surgery,New Outpatient,2026-08-01,84.25,70.64,98.62
S08000016,NHS Borders,C11,Cardiac Surgery,New Outpatient,2026-09-01,85.87,70.56,100.0
S08000016,NHS Borders,C31,Specialty (C31),New Outpatient,2026-04-01,17.71,0.0,43.31
S08000016,NHS Borders,C31,Specialty (C31),New Outpatient,2026-05-01,11.57,0.0,36.47
S08000016,NHS Borders,C31,Specialty (C31),New Outpatient,2026-06-01,15.31,0.0,40.51
S08000016,NHS Borders,C31,Specialty (C31),New Outpatient,2026-07-01,17.75,0.0,42.01
S08000016,NHS Borders,C31,Specialty (C31),New Outpatient,2026-08-01,18.83,0.0,43.5
S08000016,NHS Borders,C31,Specialty (C31),New Outpatient,2026-09-01,21.51,0.0,46.88
S08000016,NHS Borders,C5,Gynaecology,Inpatient/Day case,2026-04-01,85.87,66.72,100.0
S08000016,NHS Borders,C5,Gynaecology,Inpatient/Day case,2026-05-01,90.15,68.97,100.0
S08000016,NHS Borders,C5,Gynaecology,Inpatient/Day case,2026-06-01,91.05,69.93,100.0
S08000016,NHS Borders,C5,Gynaecology,Inpatient/Day case,2026-07-01,94.76,74.64,100.0
S08000016,NHS Borders,C5,Gynaecology,Inpatient/Day case,2026-08-01,94.41,73.58,100.0
S08000016,NHS Borders,C5,Gynaecology,Inpatient/Day case,2026-09-01,95.26,75.61,100.0
S08000016,NHS Borders,C5,Gynaecology,New Outpatient,2026-04-01,54.06,28.79,78.28
S08000016,NHS Borders,C5,Gynaecology,New Outpatient,2026-05-01,56.09,31.15,80.97
S08000016,NHS Borders,C5,Gynaecology,New Outpatient,2026-06-01,60.91,37.35,85.41
S08000016,NHS Borders,C5,Gynaecology,New Outpatient,2026-07-01,62.69,38.74,88.9
S08000016,NHS Borders,C5,Gynaecology,New Outpatient,2026-08-01,62.54,38.61,85.92
S08000016,NHS Borders,C5,Gynaecology,New Outpatient,2026-09-01,62.57,36.54,87.81
S08000016,NHS Borders,C51,Specialty (C51),New Outpatient,2026-04-01,0.0,0.0,24.53
S08000016,NHS Borders,C51,Specialty (C51),New Outpatient,2026-05-01,0.0,0.0,24.65
S08000016,NHS Borders,C51,Specialty (C51),New Outpatient,2026-06-01,0.0,0.0,22.84
S08000016,NHS Borders,C51,Specialty (C51),New Outpatient,2026-07-01,0.0,0.0,25.07
S08000016,NHS Borders,C51,Specialty (C51),New Outpatient,2026-08-01,0.0,0.0,24.12
S08000016,NHS Borders,C51,Specialty (C51),New Outpatient,2026-09-01,0.0,0.0,26.06
S08000016,NHS Borders,C7,Orthopaedics,Inpatient/Day case,2026-04-01,50.06,21.21,81.34
S08000016,NHS Borders,C7,Orthopaedics,Inpatient/Day case,2026-05-01,55.34,26.24,83.74
S08000016,NHS Borders,C7,Orthopaedics,Inpatient/Day case,2026-06-01,57.99,28.93,85.28
S08000016,NHS Borders,C7,Orthopaedics,Inpatient/Day case,2026-07-01,62.14,35.14,90.81
S08000016,NHS Borders,C7,Orthopaedics,Inpatient/Day case,2026-08-01,59.77,31.28,89.36
S08000016,NHS Borders,C7,Orthopaedics,Inpatient/Day case,2026-09-01,60.36,31.75,89.25
S08000016,NHS Borders,C7,Orthopaedics,New Outpatient,2026-04-01,72.5,55.55,91.04
S08000016,NHS Borders,C7,Orthopaedics,New Outpatient,2026-05-01,77.91,58.75,96.91
S08000016,NHS Borders,C7,Orthopaedics,New Outpatient,2026-06-01,83.9,64.5,100.0
S08000016,NHS Borders,C7,Orthopaedics,New Outpatient,2026-07-01,88.41,69.99,100.0
S08000016,NHS Borders,C7,Orthopaedics,New Outpatient,2026-08-01,85.54,65.87,100.0
S08000016,NHS Borders,C7,Orthopaedics,New Outpatient,2026-09-01,83.3,63.91,100.0
S08000016,NHS Borders,C8,Neurosurgery,Inpatient/Day case,2026-04-01,79.18,57.55,100.0
S08000016,NHS Borders,C8,Neurosurgery,Inpatient/Day case,2026-05-01,83.46,61.88,100.0
S08000016,NHS Borders,C8,Neurosurgery,Inpatient/Day case,2026-06-01,85.9,64.93,100.0
S08000016,NHS Borders,C8,Neurosurgery,Inpatient/Day case,2026-07-01,86.69,65.77,100.0
S08000016,NHS Borders,C8,Neurosurgery,Inpatient/Day case,2026-08-01,86.56,64.44,100.0
S08000016,NHS Borders,C8,Neurosurgery,Inpatient/Day case,2026-09-01,86.84,66.14,100.0
S08000016,NHS Borders,C8,Neurosurgery,New Outpatient,2026-04-01,73.57,59.86,86.46
S08000016,NHS Borders,C8,Neurosurgery,New Outpatient,2026-05-01,77.65,65.26,91.23
S08000016,NHS Borders,C8,Neurosurgery,New Outpatient,2026-06-01,82.06,69.79,94.97
S08000016,NHS Borders,C8,Neurosurgery,New Outpatient,2026-07-01,79.79,67.22,92.47
S08000016,NHS Borders,C8,Neurosurgery,New Outpatient,2026-08-01,80.9,68.04,94.45
S08000016,NHS Borders,C8,Neurosurgery,New Outpatient,2026-09-01,83.79,70.67,97.5
S08000016,NHS Borders,CA,Specialty (CA),Inpatient/Day case,2026-04-01,79.26,54.92,100.0
S08000016,NHS Borders,CA,Specialty (CA),Inpatient/Day case,2026-05-01,86.15,58.57,100.0
S08000016,NHS Borders,CA,Specialty (CA),Inpatient/Day case,2026-06-01,88.22,60.35,100.0
S08000016,NHS Borders,CA,Specialty (CA),Inpatient/Day case,2026-07-01,82.3,56.74,100.0
S08000016,NHS Borders,CA,Specialty (CA),Inpatient/Day case,2026-08-01,81.65,52.3,100.0
S08000016,NHS Borders,CA,Specialty (CA),Inpatient/Day case,2026-09-01,83.32,56.07,100.0
S08000016,NHS Borders,CA,Specialty (CA),New Outpatient,2026-04-01,73.07,53.22,93.95
S08000016,NHS Borders,CA,Specialty (CA),New Outpatient,2026-05-01,82.89,61.95,100.0
S08000016,NHS Borders,CA,Specialty (CA),New Outpatient,2026-06-01,88.4,68.56,100.0
S08000016,NHS Borders,CA,Specialty (CA),New Outpatient,2026-07-01,87.11,65.97,100.0
S08000016,NHS Borders,CA,Specialty (CA),New Outpatient,2026-08-01,87.29,66.65,100.0
S08000016,NHS Borders,CA,Specialty (CA),New Outpatient,2026-09-01,87.15,66.42,100.0
S08000016,NHS Borders,CB,Specialty (CB),Inpatient/Day case,2026-04-01,69.3,47.8,89.5
S08000016,NHS Borders,CB,Specialty (CB),Inpatient/Day case,2026-05-01,74.22,54.13,94.85
S08000016,NHS Borders,CB,Specialty (CB),Inpatient/Day case,2026-06-01,75.7,55.98,96.59
S08000016,NHS Borders,CB,Specialty (CB),Inpatient/Day case,2026-07-01,78.35,58.29,99.93
S08000016,NHS Borders,CB,Specialty (CB),Inpatient/Day case,2026-08-01,77.93,57.96,97.56
S08000016,NHS Borders,CB,Specialty (CB),Inpatient/Day case,2026-09-01,76.03,55.53,96.19
