HBT,HealthBoardName,Specialty,SpecialtyName,PatientType,RiskRating,PriorityScore,CurrentPctOver12Weeks,PeakForecast,MeanForecast,FinalForecast,ForecastUncertainty,ForecastDateMax,TrendDirection,TrendSlope,CurrentMedianWaitWeeks,Current90thPctWaitWeeks,NumberWaiting,NumberWaitingOver12Weeks,Additions,Removals,NetPressure
S08000020,NHS Grampian,AW,Specialty (AW),New Outpatient,AMBER,2.5,56.29,35.22,30.62,35.22,45.26,2026-09-01,Worsening,2.05,99.0,196.0,151.0,85.0,86.0,71.0,15.0
S92000003,NHS Scotland (All),A7,Specialty (A7),Inpatient/Day case,AMBER,2.5,5.88,31.16,26.7,23.57,27.15,2026-09-01,Worsening,0.79,,,17.0,1.0,68.0,71.0,-3.0
S92000003,NHS Scotland (All),A3,Specialty (A3),New Outpatient,AMBER,2.5,27.7,31.94,29.95,31.94,16.8,2026-09-01,Worsening,0.98,43.0,166.0,935.0,259.0,1262.0,1216.0,46.0
S08000019,NHS Forth Valley,C7,Orthopaedics,New Outpatient,AMBER,2.5,32.98,49.22,46.28,48.07,37.36,2026-09-01,Worsening,0.72,56.0,138.0,1504.0,496.0,1716.0,1587.0,129.0
S08000031,NHS Greater Glasgow & Clyde,AF,Specialty (AF),Inpatient/Day case,AMBER,2.5,50.0,38.64,34.89,32.91,32.73,2026-09-01,Worsening,6.29,,,2.0,1.0,28.0,35.0,-7.0
S08000030,NHS Tayside,J4,Specialty (J4),New Outpatient,AMBER,2.5,34.72,25.39,24.42,24.3,19.77,2026-09-01,Worsening,2.61,38.0,554.9,72.0,25.0,141.0,158.0,-17.0
S08000024,NHS Lothian,D3,Gastroenterology,New Outpatient,AMBER,2.5,32.82,35.01,32.66,31.72,70.95,2026-09-01,Worsening,1.44,61.0,132.0,1801.0,591.0,1262.0,1075.0,187.0
S08000024,NHS Lothian,CA,Specialty (CA),New Outpatient,AMBER,2.5,57.56,43.82,41.96,43.59,40.66,2026-09-01,Worsening,2.61,112.0,237.0,754.0,434.0,445.0,375.0,70.0
S08000031,NHS Greater Glasgow & Clyde,C12,Thoracic Surgery,Inpatient/Day case,AMBER,2.5,14.94,48.23,44.88,46.24,43.45,2026-09-01,Worsening,1.12,27.5,113.7,174.0,26.0,458.0,450.0,8.0
S08000024,NHS Lothian,C12,Thoracic Surgery,New Outpatient,AMBER,2.5,44.57,29.78,28.23,29.78,55.37,2026-09-01,Worsening,3.16,69.0,176.0,1003.0,447.0,750.0,566.0,184.0
S08000024,NHS Lothian,AP,Specialty (AP),New Outpatient,AMBER,2.5,,35.3,32.35,30.75,44.9,2026-08-01,Worsening,7.11,,,,,0.0,1.0,-1.0
S08000024,NHS Lothian,A81,Specialty (A81),New Outpatient,AMBER,2.5,41.71,22.38,22.09,22.38,18.23,2026-09-01,Worsening,2.64,67.0,176.0,899.0,375.0,668.0,593.0,75.0
S08000020,NHS Grampian,A2,Specialty (A2),Inpatient/Day case,AMBER,2.5,46.37,47.87,46.18,45.74,15.43,2026-09-01,Worsening,1.15,76.5,272.6,248.0,115.0,202.0,267.0,-65.0
S08000019,NHS Forth Valley,C31,Specialty (C31),New Outpatient,AMBER,2.5,30.99,44.14,39.56,44.14,31.66,2026-09-01,Worsening,1.07,56.5,130.0,284.0,88.0,193.0,220.0,-27.0
S08000031,NHS Greater Glasgow & Clyde,AP,Specialty (AP),New Outpatient,AMBER,2.5,54.45,31.13,28.45,31.13,38.34,2026-09-01,Worsening,0.95,111.0,239.0,191.0,104.0,119.0,119.0,0.0
S08000031,NHS Greater Glasgow & Clyde,A9,Specialty (A9),Inpatient/Day case,AMBER,2.5,11.73,30.05,27.84,28.57,32.82,2026-09-01,Worsening,0.83,20.5,85.0,162.0,19.0,552.0,599.0,-47.0
S08000031,NHS Greater Glasgow & Clyde,AG,Specialty (AG),New Outpatient,AMBER,2.5,23.04,20.2,18.82,16.91,31.85,2026-09-01,Worsening,3.57,48.0,114.6,217.0,50.0,267.0,244.0,23.0
S08000031,NHS Greater Glasgow & Clyde,A82,Specialty (A82),New Outpatient,AMBER,2.5,19.68,26.49,24.22,24.48,34.52,2026-09-01,Worsening,0.57,32.0,159.0,376.0,74.0,808.0,843.0,-35.0
S92000003,NHS Scotland (All),A82,Specialty (A82),New Outpatient,AMBER,2.5,39.23,25.22,23.97,25.22,23.3,2026-09-01,Worsening,1.05,50.0,314.0,2047.0,803.0,2932.0,3059.0,-127.0
S92000003,NHS Scotland (All),A9,Specialty (A9),Inpatient/Day case,AMBER,2.5,19.35,32.76,30.0,31.18,27.04,2026-09-01,Worsening,0.5,25.0,127.0,248.0,48.0,778.0,832.0,-54.0
S08000019,NHS Forth Valley,A2,Specialty (A2),New Outpatient,AMBER,2.5,50.9,29.42,26.89,29.42,27.55,2026-09-01,Worsening,2.34,91.0,194.0,1167.0,594.0,692.0,623.0,69.0
S08000024,NHS Lothian,C8,Neurosurgery,New Outpatient,AMBER,2.5,55.57,46.78,45.48,46.78,27.73,2026-09-01,Worsening,0.61,114.0,390.0,7069.0,3928.0,7576.0,7230.0,346.0
S08000026,NHS Shetland,C31,Specialty (C31),New Outpatient,AMBER,2.0,0.0,23.09,6.0,0.0,12.15,2026-09-01,Stable,0.0,,,18.0,0.0,31.0,44.0,-13.0
S08000030,NHS Tayside,D6,Specialty (D6),New Outpatient,AMBER,2.0,19.95,24.07,19.14,24.07,39.09,2026-09-01,Stable,0.19,54.0,110.0,381.0,76.0,340.0,288.0,52.0
S08000025,NHS Orkney,D3,Gastroenterology,New Outpatient,AMBER,2.0,40.5,37.11,34.44,33.54,75.12,2026-09-01,Stable,-0.14,69.0,138.0,121.0,49.0,77.0,50.0,27.0
S92000003,NHS Scotland (All),AP,Specialty (AP),New Outpatient,AMBER,2.0,43.02,48.53,46.3,48.53,21.1,2026-09-01,Stable,-0.49,69.0,229.0,516.0,222.0,426.0,482.0,-56.0
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,New Outpatient,AMBER,2.0,18.07,27.7,25.55,25.93,22.36,2026-09-01,Stable,0.04,34.0,113.0,1151.0,208.0,2578.0,2663.0,-85.0
S08000026,NHS Shetland,C3,Plastic Surgery,New Outpatient,AMBER,2.0,,34.73,14.35,2.99,23.34,2019-03-01,,,,,,,,,
S08000030,NHS Tayside,AR,Specialty (AR),New Outpatient,AMBER,2.0,33.71,46.98,42.12,46.98,31.03,2026-09-01,Stable,0.49,57.0,139.2,350.0,118.0,494.0,455.0,39.0
S92000003,NHS Scotland (All),RK2,Specialty (RK2),New Outpatient,AMBER,2.0,,29.31,26.77,24.68,53.02,2025-12-01,,,,,,,7.0,7.0,0.0
S08000015,NHS Ayrshire & Arran,E12,Specialty (E12),Inpatient/Day case,AMBER,2.0,0.0,49.36,24.94,49.36,54.66,2026-09-01,Stable,0.0,,,1.0,0.0,11.0,10.0,1.0
S08000020,NHS Grampian,C6,Ophthalmology,New Outpatient,AMBER,2.0,38.59,46.95,43.06,46.95,34.56,2026-09-01,Stable,-0.32,63.0,194.0,412.0,159.0,499.0,456.0,43.0
S08000022,NHS Highland,C7,Orthopaedics,Inpatient/Day case,AMBER,2.0,19.75,45.29,43.38,45.29,28.42,2026-09-01,Stable,-0.49,32.0,154.0,1671.0,330.0,2320.0,2259.0,61.0
S08000032,NHS Lanarkshire,J4,Specialty (J4),Inpatient/Day case,AMBER,2.0,,36.56,16.08,12.48,21.44,2022-11-01,,,,,,,,,
S08000031,NHS Greater Glasgow & Clyde,J4,Specialty (J4),Inpatient/Day case,AMBER,2.0,16.92,27.34,26.49,26.96,19.07,2026-09-01,Stable,0.08,14.0,140.0,65.0,11.0,477.0,477.0,0.0
S08000032,NHS Lanarkshire,AR,Specialty (AR),Inpatient/Day case,AMBER,2.0,,43.21,39.35,36.49,60.14,2023-06-01,,,,,,,,,
S08000022,NHS Highland,AF,Specialty (AF),New Outpatient,AMBER,2.0,0.0,48.74,46.48,48.74,39.76,2026-09-01,Stable,-0.18,18.0,35.0,158.0,0.0,348.0,361.0,-13.0
S08000020,NHS Grampian,AQ,Specialty (AQ),Inpatient/Day case,AMBER,2.0,0.0,20.79,13.25,20.79,45.18,2026-09-01,Stable,0.0,,,1.0,0.0,5.0,4.0,1.0
S08000032,NHS Lanarkshire,A9,Specialty (A9),Inpatient/Day case,AMBER,2.0,,36.73,17.48,36.73,34.9,2023-07-01,,,,,,,,,
S08000022,NHS Highland,H2,Specialty (H2),New Outpatient,AMBER,2.0,2.7,22.25,20.54,22.25,20.8,2026-09-01,Stable,-0.13,15.0,40.0,74.0,2.0,323.0,299.0,24.0
S08000022,NHS Highland,E12,Specialty (E12),New Outpatient,AMBER,2.0,,45.86,23.66,8.06,45.37,2026-08-01,Stable,0.0,,,,,67.0,67.0,0.0
S08000032,NHS Lanarkshire,A1,General Surgery,New Outpatient,AMBER,2.0,0.0,37.76,33.97,32.74,65.59,2026-09-01,Stable,0.0,5.5,12.5,26.0,0.0,244.0,257.0,-13.0
S08000032,NHS Lanarkshire,A7,Specialty (A7),New Outpatient,AMBER,2.0,15.66,40.16,38.09,39.35,37.97,2026-09-01,Stable,0.3,43.0,103.0,2210.0,346.0,2489.0,3156.0,-667.0
S08000024,NHS Lothian,A3,Specialty (A3),New Outpatient,AMBER,2.0,,40.05,37.84,38.06,59.59,2025-10-01,,,,,,,,,
S08000031,NHS Greater Glasgow & Clyde,D5,Haematology,New Outpatient,AMBER,2.0,41.01,39.99,34.94,39.99,46.3,2026-09-01,Stable,-0.13,66.0,160.0,495.0,203.0,380.0,427.0,-47.0
S08000024,NHS Lothian,AR,Specialty (AR),Inpatient/Day case,AMBER,2.0,0.0,28.94,14.14,28.94,29.51,2026-09-01,Stable,0.0,,,13.0,0.0,41.0,35.0,6.0
S08000022,NHS Highland,D6,Specialty (D6),New Outpatient,AMBER,2.0,2.86,32.56,28.76,32.56,61.24,2026-09-01,Stable,-0.36,25.0,44.4,35.0,1.0,74.0,71.0,3.0
S08000031,NHS Greater Glasgow & Clyde,AF,Specialty (AF),New Outpatient,AMBER,2.0,37.56,47.97,43.84,47.97,8.72,2026-09-01,Stable,-0.35,62.0,193.0,1752.0,658.0,1779.0,1706.0,73.0
S08000019,NHS Forth Valley,J4,Specialty (J4),New Outpatient,AMBER,2.0,1.59,42.11,40.39,40.02,46.86,2026-09-01,Stable,-0.27,18.0,35.0,63.0,1.0,190.0,199.0,-9.0
S27000001,NHS Golden Jubilee,C12,Thoracic Surgery,New Outpatient,AMBER,2.0,,49.95,20.52,49.95,54.37,2024-01-01,,,,,,,,,
S08000020,NHS Grampian,A9,Specialty (A9),Inpatient/Day case,AMBER,2.0,53.33,46.88,43.91,42.36,23.94,2026-09-01,Stable,-0.0,,,15.0,8.0,32.0,35.0,-3.0
S08000024,NHS Lothian,AFA,Specialty (AFA),New Outpatient,AMBER,2.0,,36.48,34.29,30.77,27.46,2020-04-01,,,,,,,,,
S08000024,NHS Lothian,A81,Specialty (A81),Inpatient/Day case,AMBER,2.0,,24.16,20.95,20.09,44.27,2026-03-01,Stable,0.0,,,,,,,
S08000022,NHS Highland,AR,Specialty (AR),Inpatient/Day case,AMBER,2.0,0.0,33.87,29.47,33.87,56.4,2026-09-01,Stable,0.0,,,2.0,0.0,2.0,0.0,2.0
S08000019,NHS Forth Valley,C6,Ophthalmology,New Outpatient,AMBER,2.0,,41.82,40.01,41.51,56.76,2024-01-01,,,,,,,3.0,3.0,0.0
S08000019,NHS Forth Valley,C5,Gynaecology,New Outpatient,AMBER,2.0,3.03,46.11,41.26,46.11,55.28,2026-09-01,Stable,0.42,19.0,48.0,660.0,20.0,1511.0,1301.0,210.0
S92000003,NHS Scotland (All),A1,General Surgery,New Outpatient,AMBER,2.0,43.29,46.91,45.35,44.89,19.13,2026-09-01,Stable,0.09,64.0,266.0,3830.0,1658.0,8772.0,8807.0,-35.0
S08000025,NHS Orkney,AF,Specialty (AF),New Outpatient,AMBER,2.0,8.0,30.67,24.41,26.03,32.0,2026-09-01,Stable,0.45,21.0,75.4,25.0,2.0,31.0,27.0,4.0
S92000003,NHS Scotland (All),AB,Specialty (AB),New Outpatient,AMBER,2.0,17.02,27.64,26.37,26.72,18.65,2026-09-01,Stable,0.2,27.0,132.0,2521.0,429.0,6687.0,6976.0,-289.0
S92000003,NHS Scotland (All),A1,General Surgery,Inpatient/Day case,AMBER,2.0,21.33,25.78,24.85,25.1,20.25,2026-09-01,Stable,0.12,22.0,220.4,75.0,16.0,350.0,343.0,7.0
S08000025,NHS Orkney,A82,Specialty (A82),New Outpatient,AMBER,2.0,0.0,29.71,24.48,27.26,58.26,2026-09-01,Stable,0.0,,,2.0,0.0,8.0,7.0,1.0
S08000028,NHS Western Isles,A82,Specialty (A82),New Outpatient,AMBER,2.0,,41.45,23.56,22.08,59.75,2023-11-01,,,,,,,,,
S92000003,NHS Scotland (All),C31,Specialty (C31),Inpatient/Day case,AMBER,2.0,33.07,49.81,44.38,42.09,22.58,2026-09-01,Stable,-0.1,55.0,235.6,375.0,124.0,332.0,323.0,9.0
S08000025,NHS Orkney,C8,Neurosurgery,Inpatient/Day case,AMBER,2.0,23.81,27.05,21.06,26.77,38.08,2026-09-01,Stable,0.16,50.0,143.0,21.0,5.0,19.0,9.0,10.0
S08000019,NHS Forth Valley,AR,Specialty (AR),New Outpatient,AMBER,2.0,0.46,20.67,18.11,18.33,47.08,2026-09-01,Stable,-0.13,22.0,56.0,219.0,1.0,366.0,272.0,94.0
S08000017,NHS Dumfries & Galloway,A2,Specialty (A2),New Outpatient,AMBER,2.0,35.99,41.68,40.48,40.89,28.82,2026-09-01,Stable,0.29,42.0,267.0,867.0,312.0,1374.0,1151.0,223.0
S08000017,NHS Dumfries & Galloway,A82,Specialty (A82),New Outpatient,AMBER,2.0,17.39,38.48,35.49,35.47,35.83,2026-09-01,Stable,-0.0,12.5,116.5,46.0,8.0,213.0,209.0,4.0
S08000029,NHS Fife,D3,Gastroenterology,New Outpatient,AMBER,2.0,,20.48,12.7,4.52,19.44,2018-10-01,,,,,,,,,
S08000029,NHS Fife,AQ,Specialty (AQ),New Outpatient,AMBER,2.0,13.22,43.12,39.48,43.12,47.1,2026-09-01,Stable,-0.46,28.0,95.6000000000001,295.0,39.0,543.0,515.0,28.0
S08000030,NHS Tayside,A9,Specialty (A9),New Outpatient,AMBER,2.0,41.41,35.56,32.07,35.56,50.98,2026-09-01,Stable,-0.36,61.0,252.0,495.0,205.0,1204.0,1267.0,-63.0
S08000028,NHS Western Isles,C5,Gynaecology,Inpatient/Day case,AMBER,2.0,,35.18,26.48,20.62,44.75,2022-05-01,,,,,,,,,
S08000030,NHS Tayside,A1,General Surgery,Inpatient/Day case,AMBER,2.0,0.0,42.62,33.03,42.62,65.34,2026-09-01,Stable,0.0,,,1.0,0.0,6.0,6.0,0.0
S08000028,NHS Western Isles,C7,Orthopaedics,New Outpatient,AMBER,2.0,33.47,41.76,37.14,36.98,30.97,2026-09-01,Stable,-0.0,61.0,163.4,245.0,82.0,199.0,149.0,50.0
S08000017,NHS Dumfries & Galloway,A1,General Surgery,New Outpatient,AMBER,2.0,,23.57,22.73,22.49,46.6,2025-11-01,,,,,,,,,
S08000017,NHS Dumfries & Galloway,AM,Specialty (AM),New Outpatient,AMBER,2.0,0.0,39.57,30.58,25.88,59.73,2026-09-01,Stable,0.0,,,6.0,0.0,33.0,29.0,4.0
S08000029,NHS Fife,AR,Specialty (AR),New Outpatient,AMBER,2.0,60.79,32.73,30.26,32.73,34.65,2026-09-01,Stable,0.38,116.5,222.0,482.0,293.0,302.0,375.0,-73.0
S08000029,NHS Fife,C13,Specialty (C13),New Outpatient,AMBER,2.0,5.11,46.67,42.38,44.65,66.11,2026-09-01,Stable,-0.23,33.0,70.6,665.0,34.0,862.0,639.0,223.0
S08000019,NHS Forth Valley,A8,Specialty (A8),New Outpatient,AMBER,2.0,,24.71,23.64,22.73,34.33,2019-09-01,,,,,,,,,
S08000028,NHS Western Isles,Z9,All Specialties,Inpatient/Day case,AMBER,1.7,22.98,43.52,40.47,40.65,33.08,2026-09-01,Improving,-1.13,41.0,160.5,396.0,91.0,425.0,469.0,-44.0
S08000029,NHS Fife,AG,Specialty (AG),New Outpatient,AMBER,1.7,31.37,35.55,33.79,34.55,30.66,2026-09-01,Improving,-0.64,54.0,135.2,102.0,32.0,100.0,101.0,-1.0
S08000016,NHS Borders,AB,Specialty (AB),New Outpatient,AMBER,1.7,34.0,26.93,25.32,24.1,27.44,2026-09-01,Improving,-0.62,61.0,190.0,100.0,34.0,85.0,85.0,0.0
S08000028,NHS Western Isles,F2,Specialty (F2),Inpatient/Day case,AMBER,1.7,7.14,20.6,18.17,18.82,26.04,2026-09-01,Improving,-0.99,,,14.0,1.0,32.0,38.0,-6.0
S92000003,NHS Scotland (All),E12,Specialty (E12),Inpatient/Day case,AMBER,1.7,10.0,49.24,41.33,40.06,42.32,2026-09-01,Improving,-6.9,,,10.0,1.0,61.0,63.0,-2.0
S08000016,NHS Borders,AF,Specialty (AF),New Outpatient,AMBER,1.7,38.63,44.47,39.18,44.47,21.68,2026-09-01,Improving,-1.82,62.0,151.0,321.0,124.0,258.0,239.0,19.0
S08000029,NHS Fife,C8,Neurosurgery,New Outpatient,AMBER,1.7,40.84,47.14,45.71,46.23,23.66,2026-09-01,Improving,-0.61,61.0,197.0,2772.0,1132.0,4006.0,4019.0,-13.0
S08000026,NHS Shetland,Z9,All Specialties,New Outpatient,AMBER,1.7,38.54,45.17,44.25,45.17,21.44,2026-09-01,Improving,-1.45,57.0,186.4,1357.0,523.0,1662.0,1807.0,-145.0
S08000017,NHS Dumfries & Galloway,AF,Specialty (AF),Inpatient/Day case,AMBER,1.7,18.18,27.26,25.76,24.96,33.17,2026-09-01,Improving,-0.77,37.5,98.8,22.0,4.0,38.0,47.0,-9.0
S92000003,NHS Scotland (All),C91,Specialty (C91),Inpatient/Day case,AMBER,1.7,12.5,47.69,42.88,41.38,43.04,2026-09-01,Improving,-0.97,26.0,93.2000000000001,32.0,4.0,56.0,51.0,5.0
S08000017,NHS Dumfries & Galloway,AF,Specialty (AF),New Outpatient,AMBER,1.7,27.85,31.15,26.59,31.15,16.44,2026-09-01,Improving,-0.78,40.0,253.5,316.0,88.0,472.0,422.0,50.0
S08000028,NHS Western Isles,CB,Specialty (CB),Inpatient/Day case,AMBER,1.7,0.0,35.43,24.66,25.13,41.42,2026-09-01,Improving,-3.73,,,7.0,0.0,10.0,12.0,-2.0
S08000029,NHS Fife,D5,Haematology,New Outpatient,AMBER,1.7,0.0,28.1,26.74,28.1,47.16,2026-09-01,Improving,-5.59,19.0,33.6,35.0,0.0,89.0,102.0,-13.0
S08000026,NHS Shetland,CA,Specialty (CA),New Outpatient,AMBER,1.7,25.0,44.49,37.81,39.95,54.67,2026-09-01,Improving,-1.93,,,4.0,1.0,4.0,3.0,1.0
S08000028,NHS Western Isles,C7,Orthopaedics,Inpatient/Day case,AMBER,1.7,7.56,48.1,42.77,41.69,35.84,2026-09-01,Improving,-5.25,34.0,75.0,119.0,9.0,116.0,125.0,-9.0
S08000019,NHS Forth Valley,A81,Specialty (A81),New Outpatient,AMBER,1.7,39.77,34.57,32.42,32.95,33.34,2026-09-01,Improving,-1.81,65.0,156.2,88.0,35.0,62.0,129.0,-67.0
S08000019,NHS Forth Valley,AF,Specialty (AF),New Outpatient,AMBER,1.7,2.45,34.47,32.24,33.47,31.74,2026-09-01,Improving,-0.71,29.0,67.0,531.0,13.0,705.0,629.0,76.0
S08000025,NHS Orkney,A2,Specialty (A2),New Outpatient,AMBER,1.7,0.0,39.2,34.15,39.2,55.24,2026-09-01,Improving,-3.73,16.0,53.4,32.0,0.0,110.0,102.0,8.0
S08000030,NHS Tayside,D5,Haematology,New Outpatient,AMBER,1.7,4.95,25.5,20.48,25.5,44.28,2026-09-01,Improving,-2.09,36.0,74.0,222.0,11.0,231.0,218.0,13.0
S08000017,NHS Dumfries & Galloway,D1,Neurology,New Outpatient,AMBER,1.7,0.0,29.55,23.51,17.41,53.29,2026-09-01,Improving,-12.16,8.0,27.2,29.0,0.0,204.0,518.0,-314.0
S92000003,NHS Scotland (All),AG,Specialty (AG),Inpatient/Day case,AMBER,1.7,26.74,38.46,36.08,36.08,17.64,2026-09-01,Improving,-1.87,41.0,160.0,86.0,23.0,232.0,263.0,-31.0
S92000003,NHS Scotland (All),AF,Specialty (AF),New Outpatient,AMBER,1.7,28.09,47.03,43.6,47.03,17.44,2026-09-01,Improving,-0.99,48.0,187.5,10746.0,3019.0,11981.0,11038.0,943.0
S08000025,NHS Orkney,A81,Specialty (A81),New Outpatient,AMBER,1.7,0.0,44.86,19.4,24.56,41.84,2026-09-01,Improving,-2.31,,,6.0,0.0,7.0,5.0,2.0
S08000026,NHS Shetland,A1,General Surgery,Inpatient/Day case,AMBER,1.7,0.0,38.24,31.5,27.03,43.79,2026-09-01,Improving,-1.66,,,3.0,0.0,8.0,16.0,-8.0
S08000017,NHS Dumfries & Galloway,F2,Specialty (F2),New Outpatient,AMBER,1.7,45.82,47.48,45.9,47.09,28.83,2026-09-01,Improving,-0.96,74.0,279.4,777.0,356.0,953.0,1002.0,-49.0
S08000017,NHS Dumfries & Galloway,J3,Specialty (J3),New Outpatient,AMBER,1.7,0.0,28.08,24.7,19.67,33.7,2026-09-01,Improving,-3.86,12.0,24.6,29.0,0.0,117.0,109.0,8.0
S08000028,NHS Western Isles,AG,Specialty (AG),New Outpatient,AMBER,1.7,50.0,42.54,36.27,30.72,60.95,2026-09-01,Improving,-1.27,,,2.0,1.0,2.0,8.0,-6.0
S08000026,NHS Shetland,CA,Specialty (CA),Inpatient/Day case,AMBER,1.7,0.0,32.48,23.55,19.25,38.78,2026-09-01,Improving,-6.99,,,2.0,0.0,1.0,1.0,0.0
S08000030,NHS Tayside,AV,Specialty (AV),New Outpatient,AMBER,1.7,0.0,42.67,38.15,40.72,72.1,2026-09-01,Improving,-6.85,18.0,34.1,50.0,0.0,86.0,101.0,-15.0
S08000025,NHS Orkney,D3,Gastroenterology,Inpatient/Day case,AMBER,1.7,7.69,33.38,29.39,32.14,38.57,2026-09-01,Improving,-1.98,,,13.0,1.0,15.0,23.0,-8.0
S08000030,NHS Tayside,C6,Ophthalmology,Inpatient/Day case,AMBER,1.7,15.09,20.11,17.1,15.77,28.07,2026-09-01,Improving,-1.42,33.0,108.2,53.0,8.0,88.0,82.0,6.0
S08000017,NHS Dumfries & Galloway,C5,Gynaecology,New Outpatient,AMBER,1.7,22.46,38.0,34.4,36.57,24.88,2026-09-01,Improving,-3.06,48.0,141.0,944.0,212.0,997.0,1128.0,-131.0
S92000003,NHS Scotland (All),C42,Specialty (C42),Inpatient/Day case,AMBER,1.7,26.74,46.56,45.24,46.41,19.14,2026-09-01,Improving,-2.01,14.0,389.4,187.0,50.0,450.0,476.0,-26.0
S08000017,NHS Dumfries & Galloway,A6,Specialty (A6),New Outpatient,AMBER,1.7,23.33,44.22,25.93,21.56,35.87,2026-09-01,Improving,-1.35,41.0,106.0,60.0,14.0,57.0,19.0,38.0
S08000028,NHS Western Isles,A1,General Surgery,New Outpatient,AMBER,1.7,16.13,29.38,26.64,25.68,13.74,2026-09-01,Improving,-2.08,39.5,125.0,186.0,30.0,245.0,165.0,80.0
S08000015,NHS Ayrshire & Arran,C8,Neurosurgery,New Outpatient,AMBER,1.7,35.29,47.19,45.89,46.63,25.98,2026-09-01,Improving,-1.31,60.0,146.0,3182.0,1123.0,4029.0,4299.0,-270.0
S08000031,NHS Greater Glasgow & Clyde,A6,Specialty (A6),Inpatient/Day case,AMBER,1.7,33.33,32.65,30.73,29.48,54.87,2026-09-01,Improving,-10.81,,,3.0,1.0,2.0,2.0,0.0
S08000031,NHS Greater Glasgow & Clyde,A2,Specialty (A2),Inpatient/Day case,AMBER,1.7,20.86,39.85,36.52,39.85,22.18,2026-09-01,Improving,-0.68,42.0,131.4,187.0,39.0,286.0,302.0,-16.0
S08000031,NHS Greater Glasgow & Clyde,A1,General Surgery,Inpatient/Day case,AMBER,1.7,37.5,45.4,43.39,45.4,44.1,2026-09-01,Improving,-4.38,,,8.0,3.0,68.0,82.0,-14.0
S08000031,NHS Greater Glasgow & Clyde,AQ,Specialty (AQ),Inpatient/Day case,AMBER,1.7,10.71,28.21,25.18,25.55,23.9,2026-09-01,Improving,-0.66,20.0,95.3000000000001,84.0,9.0,586.0,591.0,-5.0
S08000030,NHS Tayside,J5,Specialty (J5),New Outpatient,AMBER,1.7,0.0,24.84,18.22,20.24,56.27,2026-09-01,Improving,-8.87,,,4.0,0.0,13.0,10.0,3.0
S08000019,NHS Forth Valley,C13,Specialty (C13),New Outpatient,AMBER,1.7,0.22,42.39,37.96,36.98,51.09,2026-09-01,Improving,-1.15,18.0,41.3,458.0,1.0,1172.0,1351.0,-179.0
S08000019,NHS Forth Valley,C13,Specialty (C13),Inpatient/Day case,AMBER,1.7,8.11,42.24,40.57,38.36,48.53,2026-09-01,Improving,-3.05,29.0,76.0,111.0,9.0,159.0,149.0,10.0
S92000003,NHS Scotland (All),A6,Specialty (A6),Inpatient/Day case,AMBER,1.7,40.0,30.98,29.91,29.06,54.92,2026-09-01,Improving,-5.78,,,5.0,2.0,3.0,3.0,0.0
S08000031,NHS Greater Glasgow & Clyde,AH,Specialty (AH),Inpatient/Day case,AMBER,1.7,9.52,24.13,18.8,16.21,29.46,2026-09-01,Improving,-0.78,20.0,67.0,21.0,2.0,53.0,51.0,2.0
S08000019,NHS Forth Valley,C9,Oral Surgery,Inpatient/Day case,AMBER,1.7,7.14,28.92,7.16,28.92,16.71,2026-09-01,Improving,-3.03,,,14.0,1.0,35.0,31.0,4.0
S08000019,NHS Forth Valley,C8,Neurosurgery,New Outpatient,AMBER,1.7,6.95,27.51,25.56,27.51,26.24,2026-09-01,Improving,-2.22,22.0,69.2000000000001,949.0,66.0,3541.0,3725.0,-184.0
S08000022,NHS Highland,C12,Thoracic Surgery,Inpatient/Day case,AMBER,1.7,25.58,45.15,42.83,43.84,30.66,2026-09-01,Improving,-1.05,33.0,181.4,43.0,11.0,40.0,24.0,16.0
S08000020,NHS Grampian,A82,Specialty (A82),New Outpatient,AMBER,1.7,10.57,22.11,20.14,20.15,14.78,2026-09-01,Improving,-0.87,16.0,89.4,123.0,13.0,527.0,526.0,1.0
S08000020,NHS Grampian,AF,Specialty (AF),New Outpatient,AMBER,1.7,14.12,30.67,26.88,30.67,26.87,2026-09-01,Improving,-1.45,27.0,105.0,885.0,125.0,1724.0,1686.0,38.0
S08000024,NHS Lothian,A9,Specialty (A9),New Outpatient,AMBER,1.7,19.83,44.04,42.38,44.04,17.53,2026-09-01,Improving,-3.42,34.0,133.0,1856.0,368.0,2117.0,2376.0,-259.0
S08000031,NHS Greater Glasgow & Clyde,C91,Specialty (C91),Inpatient/Day case,AMBER,1.7,9.68,46.95,42.98,42.51,43.27,2026-09-01,Improving,-1.04,26.0,68.0,31.0,3.0,56.0,51.0,5.0
S08000024,NHS Lothian,A9,Specialty (A9),Inpatient/Day case,AMBER,1.7,26.32,39.75,37.27,39.27,26.25,2026-09-01,Improving,-0.58,,,19.0,5.0,46.0,57.0,-11.0
S08000024,NHS Lothian,AQ,Specialty (AQ),New Outpatient,AMBER,1.7,42.61,45.31,44.24,45.31,27.59,2026-09-01,Improving,-2.17,67.0,251.4,2117.0,902.0,2205.0,2261.0,-56.0
S08000031,NHS Greater Glasgow & Clyde,CA,Specialty (CA),New Outpatient,AMBER,1.7,12.53,38.89,35.22,33.76,37.82,2026-09-01,Improving,-1.63,34.0,102.0,439.0,55.0,689.0,611.0,78.0
